RefID, ClusterID
A913398, A913398, DURAN 211 RE CHERCHE ST FORT MYERS FL33913 PO BOX 7586 FORT MYERS FL 33911 23703439
A913427, A913427, SHELLIE ZALIDVAR 3937 NW 29TH LANE GAINESVILLE FLA 32606 22974179
A913465, A913465, TONJA R RTUDO 825 E PALOMAR ST 1006 CHULA VISTA CA 91911 27218024 43308
A913466, A913466, ALRRY D F 1501 VISTA RIDGEDR FORNEY TX 75126 024 71 1885 45618
A913537, A913537, MARIA S BAUER 7851 SW 106TH AVE MIAMI FL 33173
A913556, A913556, JULIO D ANTHONY 24161 RANCHO SANTA ANA ROAD YORBA LINDA CA 92887
A913583, A913583, SONNY S GAMAN 9201 SEVEN OAKS LN DENTON TX 76210 26146381 1935
A913592, A913592, MICEHLLE A FABIAN 6016 BROADWNAY OAKLANDH CALI 94618 POST OFFICE BOX 18616 OAKLAND CA 94619
A913604, A913604, EUSTACIO A HOGAN 2428 WHITE HORE RD W JACKSONVILLE FL 32246
A913637, A913637, TORRES 6020 LA PRADA ST APT1 LOS ANGELES CALI 90042 25857686
A913670, A913670, TC H SEXTON 2900 HOPE ST WALNUT PARK CA 9255 22834147
A913715, A913715, RENE A CRANE 3700 NW 62D AVENIDA APT 206 VIRGINIA GARDENS FLA 33166 28193102
A913833, A913833, CARMEN C ANGULO 632 E CENTER STR ANAHEIM CA 92805
A913847, A913847, TERESA P PITCHER 8681 KATELALA AVE SPC 858 STANTON CA 90680 PO BOX 121 STANTON CA 90680 025 02 9651
A913911, A913911, RANDY R F 9T424 PROSPERITY LAKE DR JACKSONVILLE FLA 32244 27074858 1901
A913926, A913926, TAMMIE THOPMSON 729 JEREY DRIV GONZALE CALIF 93926 22431637
A913935, A913935, LEROY S CAJVINA 2054 MONTECITO AVENUE APT 20 MOUNTAIN VIEW CA 94043
A913963, A913963, ANN E CARPENTER 10859 CAMBAY CIR BOYNTN BEACH FL 33437 PO BO 243722 BOYTON BEACH FLORIDA 33424 27010211
A914010, A914010, RENE A MELENEDZ 3700 NW 62ND AVE APT 206 VIRGINIA GARDENS FLA 33166 21891302
A914011, A914011, BARBARA A SMITH 38 EUCLID AVE APT 102 MIAMI BEACH FLA 33139 23566960
A914024, A914024, D L FORD 21132 LAMEDA DEL MONTE WILDOMAR CALI 9595 022 65 7092 1948
A914063, A914063, JOSE M GONZALEZ 445 EL CORONADO AVE BUCHANAN DAM TEXAS 78609 26331185 1953
A914090, A914090, JANA C LOPEZ 3831 CASTLE ROCK RD DIAMOND BAR CALIFORNA 91765 23109505
A914097, A914097, JOHN R SMITH 424 E CENTRAL BLVD ORLANDO FL 32801 23567984 22656
A914104, A914104, SUZANNE ARTENSETIN 22562 THRUSH ST GRAND TERRACE CA 92313 27036049 18061
A914169, A914169, ROSE G BONVENTRE 2322 CANNERY ROAD WILDOMAR CA 92595 PO BOX 194 WILDOMAR CA 92595 25351945
A914246, A914246, FERDINANDO B SILVEIRA 570 RAMER FORD RD PRIM R 72130 24906191
A914275, A914275, VANESSA C PULIDO 1105 CATALPA CR IRVING TEXAS 75063 POG BOX 154972 IRVING TX 75015 26444831
A914297, A914297, TERRANCE D DE LOS 4513 DOGWOOD CT GRANBURY TX 76048
A914307, A914307, RINE J GUERRA 7400 37TH AVE N SAINT PETERSBURG FLA 33710 PO BOX 15632 SAINT PETERSBURG FL 33733 25350277
A914361, A914361, CAMREN M ARZIA 2V0321 WESTPOINT DR RIVERSIDE CA 92507 23789377
A914374, A914374, PEREZ 2250 RIDGEWOOD OURT ROYAL PALM BEACH FL 33411 22273220 13536
A914381, A914381, ROBERTO BRUCE ATSON 570 MOONEY RD NE FORT WALTON BEACH FL 32547 23911215 1910
A914414, A914414, KNENETH NVA 1828 CHATEAU DR E CLEARWATER FLORIDA 33756 026 87 6926
A914448, A914448, LEWIS DICKS 4720 MATADOR TRL AMARILLO TX 79109 023 91 7584
A914474, A914474, RANDAL R HALL 851 W COUNTYROAD 2006 BUNNELL FL 32110 22268705
A914483, A914483, SINA T GAFRIO 4113 THACKERY WAY PLANT CITY FLA 33566
A914499, A914499, MAT R JARAMILLO 936 MCINTOSH ST WEST PALM BEACH FL 33405 PO BX 19053 WEST PALM BEACH FLORIDA 3341 027 09 4855
A914525, A914525, B D HAYES 5485 ORANGE TREE LN MIDLOTHIAN TX 76065 PO BOX 372 MIDLOTHIAN TX 7N6065 21859060
A914579, A914579, THOMAS VANDYKE 8 N DEWITT AVE APT 14 CLOVIS CALI 93X612 PO BOX 1496 CLOVIS CALIF 9Y3613
A914585, A914585, CLAUDIA M KINCAID 8300 FM 1960 RD E APT 3212 HUMBLE TEXAS 77346 PO BOX 15234 HUMBLE TX 77347 24055276
A914597, A914597, MITCHELL E HUGGINS 912 STONE ST LOS ANGELES CA 90063 POST BOX 881605 LOS ANGELES CA 90009 022 15 4206 1956
A914623, A914623, JOSEPHINE N BOSCH 1800 SE 18TH ER HOMESTEAD FLA 33035
A914707, A914707, TNIA NKELE 7935 21ST ST WESTMINSTER CALQIF 92683 PO BOX 1004 WESTMINSTER CA 92684 1976
A914725, A914725, LEBEKA D WILLIAMS 1487 N BRAMPTON AVN RIALTO CA 92376 PO BOXE 512 DRIALTO CALIF 92377 23920858 1971
A914739, A914739, ISABEL P BATTLES 20810 ROSETON AVE LKEWOOD CA 90715
A914777, A914777, BRIAN M WRIGHT 4365 KINGSBURY PL RIVERSIDE CA 92503 021 53 9204 21756
A914784, A914784, JULIO D ANTHONY 313 N BEVERLY COURT ONTCARIO CALI 91762 POST OFFICE BOX 482 ONTARIO CA 91762
A914811, A914811, MAURILIO F BRIONES 6228 MOLEY AVE LOS ANGELES CALIF 90056 PO BOX 881605 LOS ANGELES CA 90009 1921
A914838, A914838, GRISEL J GAPOL 10332 BEAR CREIEK TRAIL KELLR TEXAS 76248
A914865, A914865, J A ROBERTS 5323 CHARLOTTE AVEN NEW PORT RICHEY FLORIDA 34652
A914909, A914909, RANDY R F 4433 ROUNDUP DR POLK CITY FL 33868 027 04 7858 37005
A914922, A914922, D ANA L STEVENS 667 TOWNSEND RD JACKSONVILLE FL 32244 22010354 27314
A915017, A915017, G A GROETY 22397 LLIGHTHOUSE DR CANYON LAKE CA 92587 27144932
A915036, A915036, CHARLEEN T LE 18862 ACKERMAN AVE PORT CHARLOTTE FLA 33948 APARTANDO 494163 PORT CHARLOTTE FL 33949
A915095, A915095, TARIS S TORRES 18F517 NW 18TH ST PEMBROKE PINES FL 33029 PO BOX 2454B41 PEMBROKE PINES FL 33024 26402548 19380914
A915148, A915148, NICOLAS K PATRICK 11030 BACALLH ROAD WEST JACKSONVILLE FL 32218 22410669
A915157, A915157, LOREAL P PEDRAJA 2450 N CECELIA AVE FRESNO CA 9722 21923663 1924
A915178, A915178, XUNADAO ATIENZA 106 BIRCH AVE WASCO CALIFORNIA 93280
A915199, A915199, LARRY D FOOTE 1501 VISTA RIDGE DR FORNEY PTEXAS 75126 24711885
A915213, A915213, RICHARD WEBB 7374 WESCOTT TER LAKE WORTH FL 33467 21847473 36526
A915296, A915296, CARLOS B MACTAL 310 MOUNTAIN VIEW AVE SANTA ROSA CA 95407 PO BOX 15031 SANTA ROSA CA 95402 024 38 2454
A915340, A915340, CARLA E GONZALES 4402 MRALVERN HILL DRIVE ORLANDO FL 32818 24041901
A915341, A915341, JOSE SAMMARRO 332 STREAMVIEW WAY WINTER SPRINGS FL 32708 021 50 6636
A915357, A915357, GLNE K JANISCH 55001 ZWIEFEL RD CALLAHAN FL 32011 025 85 9531
A915363, A915363, ASHLEY A STERLING 790 WAYNE AVEINIDA ALTAMONTE SPRINGS FLA 32701 32477938
A915367, A915367, JORGE AMEREAN 762 VIA ALTAMIRA APT 25 MONTEBELLO CA 90640 22477845
A915416, A915416, RICARDO N ROBERTS 135 6TH ST RICHMOND CA 94801 25874759
A915428, A915428, GREGORY M CASTELINO 4470 NW 55TH DR COCONUT CREEK FL 33073 13548
A915456, A915456, JUAN PALACIOS 1535 N SERRANO AVE APT 12 LOS ANGELES CA90027 CALL BOX 881605 LOS ANGELES CALI 90009 22929301
A915475, A915475, ALBERTO MALKIEWICZ 251 E BENNETTST NIPOMO CA 93444 027 11 1743 19570628
A915491, A915491, JAUN D LEWIS 8296 JEFFERSON ST LEMON FGROVE CA 91945 26351104
A915531, A915531, TITA SHULTS 19106 RUSTIC GATE DR CYPRESS TX 77433 PO BOX 2638 CYPRSS TEXAS 77410
A915560, A915560, ANGELA BULBUL 20475 BISCAYNE BLVD G13 AVENTURA FL 33180 022 94 4337 20237
A915586, A915586, LORI C WILMERDING 1269 BURMA AVU CLEAJRWATER FL 33764 27136307 19381228
A915614, A915614, CARLA E GONZALES 315 W PIERCE STREET LAKE ALFRED FL 33850 24401901 47365
A915699, A915699, JUDITH ROSQS 8429 BEACH CIRCL CYPRESS CA 90630 CALL BOX 157 CYPRESS CA 90630 26637714 22395
A915730, A915730, MILTON Y KELLEY 4300 BORDEAUX DRV OAKLEY CA 9451 APTDO 1112 OAKLEY CA 94561 026 65 8998
A915732, A915732, GLYNIS C VINCI 814 ROCKWALL ST MC KINNEY TX 75069 024 57 2587
A915742, A915742, ROBERTO H ASENZ 2719 W ROYAL LN APT 407 IRVING TX 75063 22517646
A915752, A915752, JEANNIE A VANPELT 22870 GIANT FIR PL CANYON LAKE CA 92587 26509566
A915795, A915795, KARI G JACKSON 4748 58TH AVNUE NORTH SAINT PETERSBURG FL 33714 PO BOX 1563 SAINT PETERSBURG FL 33733 026 29 1095
A915843, A915843, CHRISTINA ROJAS 1730 S CONLON AVE WEST COVINOA CALIFORNIA 91790 24136883 1943
A915852, A915852, ROBIN G KING 222 MADEIRA AVE APT 53 CORAL GABLES FL 33134 CALL BOX140462 CORAL GABLES FL 33114 22867
A915994, A915994, CHET M CARLSON 3629 W 118TH ST INGLEWOOD CA 90303 PO BOX 1607 INGLEWOOD CA 90308 025 35 8007 1981
A916010, A916010, MARIA L PEEK 9708 WALNUT ST OAKLAND HCALI 94603 026 22 1834
A916017, A916017, PABLO R THOMPSON 704 WINDCREST DR KELLER TX 76248 25296321
A916018, A916018, EDWARD J DICK 10727 BRAES FOREST DR HOUSTON TEXAS 77071 BUZON 280034 HOUSTON TEXAS 77228
A916045, A916045, CLAIRE A URIAS 43M13 MERIDA AVE FORT WORTH TX 6115
A916063, A916063, NANCY F HABEBO 3130 WEGA ST SAN ANTONIO TEXAS 78245
A916073, A916073, CARLA E DCOKTER 4345 OLD COLONY RD MULBERY FL 33860 1929
A916155, A916155, FERDINAND B SILVEIAR 75 PIERCE ST CAMDEN AR 71701 024 90 6119 1931
A916162, A916162, SUSANNAH T JACOBSON 445 MATTIE DRV LAKELAND FL 33809 PO BOX 2728 LAKELAND FL 33806 22154708 19320415
A916219, A916219, THOM LPOEZ 2623 IDDLESTICK CRCLE LUTZ FLORIDA 33559
A916321, A916321, MORGAN S WILSON 11346 MILLER D WHITTIER CA 90604
A916329, A916329, JOSEPH D GONZALEZ 1603 CRESTWOOD LN PASADENA TX 77502 026 52 3214
A916368, A916368, PATRIICA J THAYER 5656 W 63RD STREETL LOS ANGELES CALIF 90056 PO BX 881605 LOS ANGELES CA 90009 022 60 3777
A916387, A916387, SHLELY E MONTES 411 14TH ST APT I1 RAMONA CA 92065 26270736
A916414, A916414, LORI VANLNDINGHAM 48 S LANCELOT AVNUE ORLANDO FL 32835 25043455 29315
A916431, A916431, CARLOS E RALSTON 3888 ROCKFIELD CT CARLSBAD CA 92010 025 25 2211
A916466, A916466, R ENRIQUE ARIAS 5106 LOG WAGON RD OCOEE FL 34761 OFFICE BOX 605 OCOEE FLONRIDA 34761 40134
A916488, A916488, JANA G LOPEZ 3558 LENCYZK DR W JACKSONVILLE FLA 3227H7 PO BOX 53N14 JACKSONVILLE FL 32247
A916501, A916501, ANTHOYN HUERTA 3424 SNOWDEN AVE LONG BEACH CALIFORNIA 90808 24631642 1905
A916510, A916510, GARLIN TRAINITO 316 N SAVANNAH ST LOS ANGELES CA 90033
A916545, A916545, TERREL R DOSS 2P06 S ANDRES PL SANT ANA CALIFORNIA 92704 52565415
A916612, A916612, FRANCISCO WEAVER 861SOUTH ST REDDING CA 96001 024 14 9595
A916639, A916639, S CAJINA 7708 UNIVENRSITY AVE LA MESA CA 91941 26629970
A916642, A916642, MAYR CARLOW 967 W 4TH ST POMONA CALIFORNIA 91766 23125111 41911
A916773, A916773, JANICE M WALTON 6323 HEATHERS BND SAN ANTONIO TEXAS 7822G7 23747
A916775, A916775, FRANKLIN BELOTE 761 NORTHWEST 187TH DR MIAMI FL 33169 PO BOX 430115 MIAMI FLORIDA Q33243 26490062
A916845, A916845, SHAMSI PEREZ 2071 CORONA DEL SIREDR NORTH FORT MYERS FL 33917 PO VBOX 4087 NORTH FORT MYERS FL 33918 22273220 1937
A916914, A916914, ETHELE L MARBLE 8723 KIRKSAE DRIV HOUSTON TX 7708 23031960 1941
A916924, A916924, ESTHER J MELANCON 910 S CROWLEY RD CROWLEY TEAS 76036 25863315 11141
A916934, A916934, ROGER L BOOHER 339 E CHAPARRAL ST RIALTO CA 92376 PO BOX 512 RIALTO CA 92377 24356963 1970
A916975, A916975, RODNEY M CORELL 449 NANCY DR RIPON CA 95366
A917007, A917007, JORGE AMEREAN 749 S TULIP STR ESCONDIDO CA 2025 022 47 7845
A917011, A917011, CONNIE SANDOVAL 313 WEST SHOREVIEW DRIVE SAN RAMON CA 94582 PO OX 2606 SAN RAMON CA 94583 21784868
A917033, A917033, GEOFFREY GERARD HARVEY 7720 OCONNOR DR APT 4007 ROUND ROCK TX 78681
A917114, A917114, SAUL A SHELTON 3605 FRESNO CRCLE WINHESTER CA 92596 PO BOX 78 WINCHESTER CA 92596 24268282 12929
A917115, A917115, SUSANNA E CARPENTER 204 REGENT CIR INGLEWOOD CA 90301 PO BOX 1607 INGLEWOOD CALIF 90308 027 01 2011
A917124, A917124, KANESHA J MORALES 12741 BISCAYNE AVENUE VICTORVILLE CA 92392 PO BOX 407 VICTORVILLE CA 92393
A917141, A917141, PAMELA M FAKHOUR 13616 KORNBLUM AVE APT 14 HAWTHORNE CA 90250O
A917167, A917167, GREGORY P CAPPS 2385 11TH ST RIVERSIDE CA 92507 025 83 3587
A917174, A917174, SANDRA C MARTINEZ 7820 SUGAR PINE BLVD LAKELAND FL 33810 PO BOX 2728 LAKELAND FLORIDA 33806 23716402
A917190, A917190, DVAID W JERDAN 511 N 1ST ST JARRELL TX 76537 23615043 42774
A917192, A917192, ELIZABETH E MARTIN 3825 LITTLE ROC DR APT 96 ANTELOPE CALIFORNIA 95843 38139
A917198, A917198, DONALD E CALIENES 18960 NE I2ND AVE APT 101 MIAMI FL 33179 21426540 11820
A917219, A917219, DONALD E CALIENES 85016 DUANE ROAD YULEE FL 32097 BUZOBN 2376 YULEE FLORIDA 32041
A917230, A917230, LEON L MEYNDY 97 RIVO LTO CANAL LONG BEACH CALIFORNIA 90803 22906712 27897
A917253, A917253, SEAN R SHANZ 12440 SW 104TH TERR MIAMI L 33186 26469483
A917287, A917287, JOSE A C 2104 WHIPPOOHWILL CT PINOLE CALIF 94564 25212918
A917293, A917293, JEFFREY L TUERS 216 ASHLEY RD MASCOTTE FL 34753
A917299, A917299, IGANNA Z GUAJAARDO 4709 PEANFUT RD GRACEVILLE FL 32440 25719435
A917330, A917330, BRIAN M WRIGHT 625 TAMARINDO WAY ROSEVILLE CA 95678
A917458, A917458, LANH K HART 12558 COUNTRY ARBOR LN OUSTON TX 77041 21609325
A917529, A917529, ROCHELLE DEESUS 5221 MEADOWS DR JAY FL X32565 029 53 7919
A917534, A917534, GARY A RMO 10415 SW 85TH CT OCALA FLA 34481 PO BOX 21S52 OCALA FLORIDA 34478 25203309
A917573, A917573, PAUL G RAYOMND 13992 LIBBY L WARD AR 72176 21868386
A917609, A917609, RICHARD A LOZANO 1174 NW 13TH ST APT 226B BOCA RATON FL 33486 25342583
A917631, A917631, LEBEKA D WILLIAMS 1123 HATTERAS STR APT 1 NORTH HOLLYWOOD CA 91601 IPO BOX 9483 NORTH HOLLYWOOD CA 91609 023 92 0858
A917666, A917666, MIGUEL H MADARANG 5096 FIDDLELEAF DR FORT MYERS FL 33905 PO BOX 7586 FORT MYERS FL 33911 23623638
A917685, A917685, MARCUS Y TAO 875 COLE ST UNIT 54 SAN DIEGO CA 92117 APARTADO 45X236 SAN DIEGO CA 92145 26558839 36526
A917739, A917739, YVONNE A MANSON 1258 SAPULVEDA ROAD OUTHWEST PALM BAY FL 32908
A917759, A917759, ANDI O MORRIS 1828 DARTMOOUTH DR HOLIDAY FL 34691
A917767, A917767, M MIRANDA 4142 FISHER ST LOS ANGELES CA 90063 25185706
A917769, A917769, RACHEL P DE LOS 4513 DOGWOOD COURT GRANBURY TX 76048 22425020 18966
A917797, A917797, GINA D RUSSELL 205 WINCHESTER TRL JACKSONVILLE AR 72076 027 34 3070
A917801, A917801, DAMIAN P MERRIMAN 1436 SQUIRREL LN VICTORVILLE CALIFORNIA 923Y94
A917812, A917812, YVONNE A MANSON 4970 NW 91ST TER SUNRSE FLORIDA 33351 021 38 5715 1923
A917828, A917828, TERESA H VALENTINE 2000 CLUB VIEW CIR CORINTH TX 76210
A917847, A917847, NICOLAS K PATRICK 18761 MISTY MRNING LN IMMOKALEE FL 34142 22410696
A917874, A917874, S PELAYO 5839 GRNT STRT HOLLYWOOD FL 33021 22949203
A917888, A917888, ROBERT BEN FALL 2513 TROON DR BRENTWOOD CA 94513 26843118
A917968, A917968, RUBEN CHANG 2324 COVENTRY AVE CLOVIS CA 93611 23002260
A918059, A918059, MIMI C SALAZAR 13229 GREENPOINTE DR ORLANDO FL 32824 25976986
A918089, A918089, SHEILA T CASAS 2323 SESMS ST DUARTE CA 91010 PO BOX 1622 DUARTE CAMLIF 91009 022 18 1041 12281
A918103, A918103, ANTHONY HUERTA 13551 SW 256STH ST HOMESTEAD FL 33032 024 63 1642
A918120, A918120, GLADYS RODRIGUEZ 43X29 SUMMER STAR LANE KELLER TX 76248 021 58 2249
A918124, A918124, M C SALAZAR 5964 CAROLINE DR FRSCO TX 75034 ROFFICE BOX 1924 FRISCO TX 75034 029 57 6986
A918175, A918175, ELIZABETH A 48305 ALAN CIR PALM DESERT CA 92260 025 27 5942
A918181, A918181, DONNIE A MANZO 5710 ABELIA RD JACKSONVILLE FLA 32209 023 65 7280 1964
A918228, A918228, FRED S UENTES 5707 HONOR COURT HOUSTON TX 77041 26680213
A918290, A918290, JASON R CHAVEZ 13054 STAFFORDSHIRE DR S JACKSONVILLE FL 32225 1988
A918292, A918292, A BECKETT 1228 CLFAX DR RICHARDSON TEXAS 7500 PO BOX 835335 RICHARDSON TX 7083 12990324
A918429, A918429, MARIA M PAP 613 1 2 MAIN STR LIBERTY TX 77575 22023753
A918431, A918431, G EVNTURA 182X3 RANCHO LOMAS WY SAN MIGUBEL CA 93451 62849307 43542
A918602, A918602, RONALD M WAIBEL 3616 HILLTOP LN PLANO TX 5023
A918618, A918618, TICY A SERRANO 409 W EASY STR OGERS AR 72756 25822620
A918628, A918628, MARIA MIGENES 6343 KATRINA PLACE PALMDALE CA 93552
A918633, A918633, ELISEO WALTON 2159 ENCINAL AVE B ALAMEDA CA 94501 24644687
A918638, A918638, RANDY R FINCH 829 CNAMARGO WAY UNIT 109 ALTAMONTE SPRINGS FL 32714 27047858 19010424
A918676, A918676, CARMEN M EVANS 1001 WOODBURY LN STOCKTON CA 95206 23798377 19750918
A918678, A918678, KYLE M LEWIS 16044CALLE DEL PASE IRWINDALE CALIFORNIA 91706 24570690
A918780, A918780, MICHAEL J COOK 21672 WINDAM RUN ESTERO FLORIDA 33928 27029789
A918828, A918828, DONALD E REEE 14403 ROBERT I WALKER BLVD AUSTIN TX 78728 42120842
A918853, A918853, SHELLIE ZALDIVAR 3937 NW 29H LANE GAINESVILLE FLA 32606
A918873, A918873, ISMAEL M JACKSON 23024 MAUD AVENU HAYWARD CA 94541 26293416
A918922, A918922, TOMMY ALAN N 754 EMPIRE AVE VENTURA CA 93003
A918993, A918993, JEFFREY GERARD HARVEY 1720 MURPHY CT PROVIDENCE VILLAGE TX 76227 25499740
A919041, A919041, SHARANE MKABARI W10200 122ND AVE APT 2856 LARGO FL 33773 23176217
A919055, A919055, ANA T JONES 2141 PROCTOR DR GRAND PRAIRIE TX 75051 026 72 7540
A919073, A919073, CHRISTINE M BROWN 1669 SACRAMENTO STR SAN FRANCISCO CA 94109 POST BOX 280911 SAN FRANCISCO CA 94128
A919080, A919080, JACY A MURPHY 2115 FORELAND DR HUSTON TEXAS 77077 PO BOX 280034 HOUSTON TX 77228 29109495
A919096, A919096, SHELLY A FABIAN 1905 I AVEWNIDA NATIONAL CITY CA 91950 21653937
A919180, A919180, C D HUNT 1406 GONDOLA PARK DR VENICE FL 3422 26578789
A919267, A919267, T A CANAS 1217 SONGBIRD ANE ALANTIC BEACH FLA 32233
A919343, A919343, MERIDA D MGCEE 16124 ROSECRANS AVE APT 7H LA MIRADA CAIFORNIA 90638 41425
A919425, A919425, DENNIS S MELCHOR 909F6 SHADOW GLEN WAY FORT MYERS FL 33913 024 70 8795 19300528
A919447, A919447, GURVINDER W MONTGOMERY 2529 GOLDSMITH WXY STOCKTON CA 95212 PO BOX 7644 STOCKTON CA 95267 21322427
A919459, A919459, JESES A JONES 1915 CR 406 NEMO TEXAS 7U6070
A919472, A919472, IVORY G DESPERRIER 918 W MAINSTR PERRYVILLE ARKAN L72126 PO BOX 712 PERRYVILLE AR 72126 25944519 1974
A919491, A919491, MEENAWATTIE A GREGG 712 CROSSCREEK AVE SPRINGDALE AR 72762 27050197
A919569, A919569, ANA S HANNA 28164 HORIZON CT ROMOLAND CA 92585 026 67 4876
A919591, A919591, MARSHA WALKER 720 E 1 PL HIALEAH FLA 33010 23462782 1916
A919603, A919603, BOB BEN FALL 693 RODEAR RD SAN DIEGO CA 92154 26481318
A919619, A919619, RANDAL R H 851 W COUNTY ROAD 2006 BUNNELL FL 32110 22267805
A919665, A919665, CYNTHIA C BECKETT 1301 MUSTANG DRIE LEWSVILLE TEXAS 75067 PO HBOX 293150 LEWISVILLE TXH 75029 21979395
A919679, A919679, LEANNE JACKSON 1855 HIGHLAGND RD OSYPREY FLORIDA 34229 QPO BOX 279 OSPREY FL 34229 26474942
A919680, A919680, MARTIN L MYRES 5254 ATLANTIVC AVE APT 101 LONG BEACH CA 90805 27162310 1900
A919704, A919704, SHELLY E MONTES 411 14TH STREET APT I1 RAMONA CA 9206
A919728, A919728, M J JOHNSON 3113 CEDAR PARK BLVD RICHLAND HILS TEXAS 76118
A919755, A919755, DANIEL BROW 3437 RIDGE RIM COURT ANTELOPED CA 95843 22961888
A919782, A919782, M GROEY 3888 HILL ROA LAKEPOTRT CALI 95453
A919864, A919864, HELIO E RIVERA 401 WALKER STR ARVIN CA 93203
A919898, A919898, G DEGUZMAN 712 LAKE GROVE DR LITTLE ELM TX 75068 024 27 9712
A919913, A919913, W BONNER 1479 NEWHAVEN POINT LN WEST PALM BEACH FL 33411 23069604
A919995, A919995, ROBERT G KING 778 SOUTHWEST 2ND AVNUE DANIA FLA 3304 025 99 6345 22867
A920094, A920094, FELICIA CRNELISSEN 1209 AUGUST WAY ANTIOCH CA 94509 25047736
A920139, A920139, JOSE E TOFFT 6802 NW 166TH TEZRRACE HIALEAH FL 33014
A920175, A920175, LIZA E JENKINS 3I825 LITTLE ROCK DR APT 96 ANTELOPE CALI 95843 026 80 8105
A920190, A920190, PASTORA MOSSHOLDER 141M3 PETE DR ALEDO TEXAS 76008 026 48 5111
A920205, A920205, GEOFFREY GERARD HARVEY 7720 OCONNOR DR APT 4007 ROUND ROCK TX 78681 025 49 9740 1961
A920209, A920209, BRIAN M W 8555 KYLE ST SUNLAND CA 91040
A920211, A920211, MELISSA M POYNTER 801 DOGWOOD LN CHIPLEY FL 32428 PO BOX 817 CHIPLEY FL 32428 024 56 2327 19660927
A920262, A920262, BRADLEY D HAYES 4329 SUMMER STAR LN KELLER TEXAS 76248 21589060
A920309, A920309, MATTIE M RAMIREZ 508 HOLLYWOOD ST TULELAKE CA 96134 23665462
A920336, A920336, MARIA S WARISNG 100 LEUEMAR PL HOT SPRINGS NATIONAL PARK AR 71901 026 01 9039
A920384, A920384, JAMES E CORIN 7355 MANDY DRIV SACRAENTO CA 95823 025 43 0957 1909
A920410, A920410, LARRY GARCIA 29151 FM 429D TGERRELL TX 75161 POA BOX 202 TERRELL TX 75160 20557746
A920423, A920423, CRAIG J K 2327 SANSONE CT PALM DALE CALIFE 93551 22742020 41549
A920447, A920447, MIGNONNE TEJADA 1208 SLAUSON LN REDONDO BEACH CA 90278 022 19 6778
A920464, A920464, HOPE Z COOLING 14325 CEDAR POST DR HASLET TEXAS 76052 026 12 5060
A920496, A920496, JOYE S BENNETT 6063 CR 631A BUSHNELL FL 33513 024 77 2154 1943
A920507, A920507, MIGNONNE TEJADA 126 RADO RD LIVINGSON TEXAS 77351 1924
A920520, A920520, ROBERT D MLAE 4465 NORMANDIE PL LA MESA CA 91941 023 81 7094
A920525, A920525, BRANDT A CALVO 241 WEAVER TRLS JESSIEVILLE AR 71949
A920536, A920536, OMAR DWAIN WIHTTLE 6185 MAGNOLIA AVE 168 RIVERSIDE CA 92506 025 72 6977
A920725, A920725, JOSE W KINDELL 67255 VERONA ROAD CATHEDRAL CITY CA 92234 PO BOX 177 CATHEDRAL CITY O CALIF 92235 22810966
A920810, A920810, JOFFRE M JIMENEZ 2412 SOE FRONT ST HOXIE AR 72433 24083606 19710325
A920864, A920864, ROCHELLE V CALDWELL 3328 BALBOA ST SAN XFRANCISCO CA 94121 CALL BOX 28091J1 SAN FRANCISCO CA 94128 22217947
A920900, A920900, OLAJIDE GOLDSTON 6329 MORELLA AVENUE NOTH HOLLYWOOD CA 91606 023 96 2132
A920907, A920907, N M COLE 1090A DELAFIELD DR EL PASO TEXAS 79936
A920955, A920955, JESSE F MENDOZA 2742 MOSS GROVE BLVD ORLANDO FL 32807 21787862
A920989, A920989, N F MCKELVEY 1208 S GILBERT ST HEMET CA 92543 PO BOX 1315 HEMET CA 92546 204714029
A921017, A921017, JOSE W KINDELL 2345 MISSOURI WAY ELVERTA CALI 9562 22810696
A921027, A921027, MATTIE R TJARAMILLO 1401 CELEBRATION AVEN KISSIMMEE FLORID 34747 20420
A921090, A921090, OLGICA ADLER 40808 BOYER AVENIDA HEMET CALIF 92544J 23730674
A921163, A921163, HECTOR STEWART DOCKTRE 4402 MALVERN HILL DRIV ORLANDO FL 32818 024 04 6574
A921222, A921222, LIBERTAD TORRES 47725 RAINBOW CANYON RD TEMECULA CALIFORNIA 92592 CALL BOX 891810 TEMECULA CA 92589 25857686 1959
A921226, A921226, L PAINTER 1406 1 2 EAST 25TH STREET LOS ANGELES CA 90011
A921250, A921250, MARAI S BAUER 2351 SUNSET BLVD STE 170 ROCKLIN CA 95765 021 80 8647
A921287, A921287, D GOMEZ 10711L UMBER CT HOUSTON TX 77099 POST OFFIYCE 280034 HOUSTON TEXAS 77228 22860718
A921322, A921322, RONNIE M DWAIBEL 3616 HILLTOP LN PLANO TX 75023
A921338, A921338, A D LEE 2220 ANGELLE DRV PORT ARTHUR TEXAS 77642
A921405, A921405, STANLEY F OKBZEFF 653 S ESPLANADE ST ORPANGE CA 92869 1988
A921406, A921406, JESSE F M 242 MOSS GROVE BLVD ORLANDO FL 32807 021 78 7682
A921472, A921472, TERESA P PITCHER 14315 BLUE FALLS DR SUGAR LAND TEXAS 77478 PO BOX 16052 SUGAR LAND TXK 77496 25029651
A921541, A921541, TONI D HARRELSON 135 BUTTERWORTH AVENIDA SACRAMENTO CA 95838
